minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Humidity,Temperature
1264,spoiled,5.03489379,4.69,1.9,2.39,5.65,1.8,72.94,64.47,3.61,4.21,81.7,38.5
1265,spoiled,5.03489379,4.73,1.93,2.38,5.67,1.79,72.94,64.47,3.67,4.21,81.7,38.5
1266,spoiled,5.03489379,4.73,1.89,2.39,5.65,1.79,72.94,65.15,3.6,4.19,81.7,38.4
1267,spoiled,5.03489379,4.69,1.93,2.41,5.65,1.79,73.64,64.47,3.61,4.25,81.7,38.5
1268,spoiled,5.03489379,4.73,1.92,2.38,5.62,1.77,72.94,62.53,3.61,4.23,81.7,38.5
1269,spoiled,5.03489379,4.67,1.9,2.35,5.6,1.78,74.36,62.53,3.52,4.25,81.8,38.5
1270,spoiled,5.03489379,4.69,1.89,2.38,5.6,1.76,70.89,62.53,3.54,4.19,81.7,38.5
1271,spoiled,5.03489379,4.71,1.89,2.38,5.65,1.76,70.89,63.16,3.6,4.21,81.7,38.5
1272,spoiled,5.03489379,4.71,1.85,2.38,5.6,1.73,72.24,63.81,3.6,4.23,81.8,38.5
1273,spoiled,5.03489379,4.67,1.9,2.39,5.6,1.73,73.64,63.81,3.56,4.19,81.7,38.1
1274,spoiled,5.03489379,4.65,1.9,2.39,5.62,1.72,72.24,62.53,3.58,4.23,81.7,38.5
1275,spoiled,5.03489379,4.67,1.92,2.38,5.58,1.73,72.24,63.16,3.54,4.23,81.7,38.5
1276,spoiled,5.03489379,4.63,1.87,2.38,5.62,1.7,74.36,65.15,3.51,4.19,81.7,38.5
1277,spoiled,5.03489379,4.65,1.87,2.38,5.58,1.72,72.24,62.53,3.51,4.17,81.7,38.6
1278,spoiled,5.03489379,4.65,1.87,2.39,5.62,1.74,72.24,63.16,3.54,4.21,81.7,38.4
1279,spoiled,5.03489379,4.67,1.9,2.38,5.58,1.73,72.94,65.15,3.56,4.21,81.8,38.4
1280,spoiled,5.03489379,4.69,1.89,2.39,5.65,1.73,72.94,64.47,3.56,4.19,82.5,39.4
1281,spoiled,5.03489379,4.63,1.9,2.39,5.58,1.76,73.64,62.53,3.54,4.21,81.9,38.4
1282,spoiled,5.03489379,4.63,1.93,2.39,5.58,1.74,74.36,64.47,3.51,4.21,82,38.4
1283,spoiled,5.03489379,4.67,1.9,2.38,5.62,1.74,72.94,60.09,3.52,4.19,82,38.4
1284,spoiled,5.03489379,4.67,1.89,2.39,5.65,1.74,72.94,65.15,3.52,4.15,82,38.6
1285,spoiled,5.03489379,4.65,1.87,2.38,5.62,1.74,72.24,62.53,3.52,4.15,82,38.4
1286,spoiled,5.03489379,4.69,1.9,2.38,5.65,1.73,72.24,63.16,3.47,4.13,82,38.4
1287,spoiled,5.03489379,4.69,1.87,2.38,5.62,1.76,72.24,63.16,3.42,4.11,82,38.4
1288,spoiled,5.03489379,4.65,1.87,2.38,5.58,1.79,74.36,64.47,3.45,4.11,82,38.4
1289,spoiled,5.03489379,4.67,1.86,2.38,5.62,1.78,72.24,63.16,3.47,4.11,82,38.4
1290,spoiled,5.03489379,4.67,1.89,2.38,5.6,1.78,72.24,63.81,3.44,4.13,82,38.4
1291,spoiled,5.03489379,4.67,1.89,2.36,5.58,1.79,72.24,63.16,3.47,4.11,81.4,37.4
1292,spoiled,5.03489379,4.67,1.87,2.36,5.58,1.8,72.24,63.16,3.47,4.09,82,38.4
1293,spoiled,5.03489379,4.65,1.87,2.38,5.62,1.78,73.64,65.15,3.45,4.11,82,38.4
1294,spoiled,5.03489379,4.63,1.87,2.38,5.62,1.77,74.36,65.83,3.45,4.13,82,38.4
1295,spoiled,5.03489379,4.67,1.9,2.36,5.6,1.78,72.24,63.16,3.4,4.13,82,38.4
1296,spoiled,5.03489379,4.67,1.89,2.38,5.58,1.8,72.24,63.16,3.33,4.07,82,38.5
1297,spoiled,5.03489379,4.65,1.87,2.38,5.58,1.8,72.24,64.47,3.35,4.03,82,38.4
1298,spoiled,5.03489379,4.63,1.89,2.39,5.58,1.79,74.36,64.47,3.38,4.07,82,38.4
1299,spoiled,5.03489379,4.69,1.86,2.38,5.65,1.79,72.24,62.53,3.42,4.03,82,38.4
1300,spoiled,5.03489379,4.65,1.89,2.39,5.6,1.79,74.36,63.16,3.44,4.05,82,38.4
1301,spoiled,5.03489379,4.69,1.89,2.3,5.55,1.8,72.24,63.16,3.44,4.11,82.1,38.5
1302,spoiled,5.03489379,4.69,1.92,2.39,5.6,1.8,74.36,65.83,3.44,4.07,82,38.4
1303,spoiled,5.03489379,4.69,1.9,2.35,5.58,1.8,70.89,63.81,3.44,4.03,82.1,38.4
1304,spoiled,5.03489379,4.71,1.89,2.38,5.53,1.74,72.24,63.16,3.23,3.99,82.1,38.4
1305,spoiled,5.03489379,4.67,1.86,2.38,5.6,1.76,74.36,64.47,3.06,3.9,82.1,38.1
1306,spoiled,5.03489379,4.65,1.86,2.38,5.6,1.83,75.83,65.83,3.1,3.94,82.1,38.4
1307,spoiled,5.03489379,4.67,1.87,2.38,5.62,1.9,73.64,65.15,3.15,3.99,82.1,38.4
1308,spoiled,5.03489379,4.65,1.87,2.36,5.62,1.92,73.64,64.47,3.23,4.01,82,38.4
1309,spoiled,5.03489379,4.67,1.87,2.36,5.58,1.91,72.24,63.81,3.25,4.03,81.9,38.6
1310,spoiled,5.03489379,4.69,1.87,2.38,5.65,1.92,72.24,63.16,3.25,3.96,81.9,38.4
1311,spoiled,5.03489379,4.67,1.87,2.36,5.6,1.92,72.94,63.81,3.28,3.9,81.9,38.4
1312,spoiled,5.03489379,4.69,1.89,2.36,5.65,1.91,74.36,63.81,3.25,3.92,81.8,38.4
1313,spoiled,5.03489379,4.65,1.87,2.36,5.65,1.9,74.36,65.83,3.18,3.88,81.8,38.5
1314,spoiled,5.03489379,4.69,1.9,2.38,5.65,1.91,72.24,63.81,3.25,3.96,81.9,38.4
1315,spoiled,5.03489379,4.67,1.86,2.38,5.65,1.91,74.36,64.47,3.3,3.92,81.9,38.4
1316,spoiled,5.03489379,4.73,1.92,2.38,5.67,1.91,74.36,65.83,3.37,3.97,81.8,38.6
1317,spoiled,5.03489379,4.73,1.9,2.38,5.67,1.91,72.94,65.15,3.4,3.96,81.9,38.4
1318,spoiled,5.03489379,4.73,1.9,2.38,5.67,1.92,72.24,63.81,3.49,3.97,81.9,38.4
1319,spoiled,5.03489379,4.73,1.89,2.38,5.7,1.91,72.24,63.16,3.49,3.92,82,38.4
1320,spoiled,5.03489379,4.71,1.92,2.38,5.67,1.91,72.24,63.81,3.54,3.97,81.9,38.4
1321,spoiled,5.039323035,4.71,1.92,2.38,5.62,1.91,72.24,62.53,3.6,4.01,82,38.4
1322,spoiled,5.039323035,4.69,1.9,2.38,5.6,1.91,72.94,64.47,3.61,3.96,82,38.4
1323,spoiled,5.039323035,4.73,1.89,2.38,5.67,1.89,70.89,62.53,3.6,3.97,82,38.4
1324,spoiled,5.039323035,4.73,1.92,2.38,5.65,1.87,72.94,64.47,3.63,3.97,82,38.4
1325,spoiled,5.039323035,4.69,1.92,2.38,5.65,1.89,72.24,63.81,3.56,3.97,82,38.4
1326,spoiled,5.039323035,4.75,1.93,2.32,5.67,1.86,72.24,63.16,3.44,4.05,82,38.4
1327,spoiled,5.039323035,4.71,1.93,2.36,5.62,1.85,74.36,65.15,3.35,4.01,81.9,38.4
1328,spoiled,5.039323035,4.71,1.9,2.36,5.62,1.85,72.24,63.81,3.35,3.99,81.8,38.4
1329,spoiled,5.039323035,4.67,1.9,2.39,5.65,1.86,74.36,65.15,3.32,4.05,81.9,38.4
1330,spoiled,5.039323035,4.69,1.93,2.38,5.65,1.86,73.64,65.15,3.32,4.07,81.8,38
1331,spoiled,5.039323035,4.67,1.92,2.38,5.67,1.85,74.36,64.47,3.35,3.99,81.9,38.4
1332,spoiled,5.039323035,4.67,1.93,2.38,5.62,1.87,72.94,63.16,3.42,4.01,81.8,38.4
1333,spoiled,5.039323035,4.71,1.89,2.38,5.65,1.84,73.64,65.15,3.35,3.99,82,38.4
1334,spoiled,5.039323035,4.69,1.92,2.38,5.65,1.83,72.24,63.81,3.38,4.09,81.9,38.5
1335,spoiled,5.039323035,4.67,1.87,2.38,5.65,1.83,74.36,64.47,3.38,4.07,82,38.3
1336,spoiled,5.039323035,4.69,1.89,2.38,5.62,1.83,71.56,64.47,3.44,4.09,82,38.3
1337,spoiled,5.039323035,4.71,1.93,2.39,5.65,1.83,72.24,63.16,3.47,4.13,82,38.3
1338,spoiled,5.039323035,4.69,1.92,2.39,5.6,1.81,72.24,65.15,3.54,4.13,82,38.3
1339,spoiled,5.039323035,4.71,1.92,2.38,5.62,1.78,72.24,64.47,3.35,4.07,82,38.3
1340,spoiled,5.039323035,4.67,1.9,2.36,5.6,1.79,73.64,66.53,3.15,4.09,82,38.3
1341,spoiled,5.039323035,4.61,1.89,2.36,5.6,1.79,72.94,62.53,3.1,4.05,82,38.5
1342,spoiled,5.039323035,4.61,1.89,2.36,5.58,1.83,75.83,65.15,3.11,3.94,82.1,38.3
1343,spoiled,5.039323035,4.61,1.9,2.38,5.6,1.84,74.36,65.83,3.15,4.03,82.2,38.3
1344,spoiled,5.039323035,4.63,1.89,2.38,5.58,1.84,74.36,64.47,3.23,3.97,82,38.3
1345,spoiled,5.039323035,4.63,1.87,2.36,5.58,1.85,72.24,63.81,3.23,3.99,82,38.3
1346,spoiled,5.039323035,4.67,1.9,2.36,5.62,1.81,72.24,65.15,3.15,3.9,82,38.3
1347,spoiled,5.039323035,4.61,1.92,2.38,5.62,1.84,72.94,63.81,3.21,3.92,82,38.3
1348,spoiled,5.039323035,4.63,1.9,2.36,5.58,1.85,72.24,63.16,3.16,3.9,81.9,38.5
1349,spoiled,5.039323035,4.65,1.89,2.38,5.65,1.85,73.64,65.83,3.23,3.88,81.8,38.2
1350,spoiled,5.039323035,4.67,1.9,2.38,5.65,1.86,74.36,65.15,3.32,3.9,81.9,38.2
1351,spoiled,5.039323035,4.63,1.93,2.36,5.6,1.86,72.94,63.16,3.33,3.86,82,38.2
1352,spoiled,5.039323035,4.65,1.9,2.36,5.6,1.86,74.36,63.16,3.26,3.9,82.1,38.2
1353,spoiled,5.039323035,4.67,1.9,2.38,5.62,1.85,74.36,64.47,3.32,3.9,82.2,38.2
1354,spoiled,5.039323035,4.67,1.9,2.36,5.58,1.86,73.64,65.15,3.32,3.82,82.2,38.2
1355,spoiled,5.039323035,4.65,1.93,2.36,5.55,1.85,72.24,63.81,3.33,3.84,82.1,38.2
1356,spoiled,5.039323035,4.63,1.9,2.36,5.6,1.84,72.24,65.15,3.21,3.79,82,38.2
1357,spoiled,5.039323035,4.63,1.94,2.38,5.62,1.83,73.64,65.15,3.21,3.96,82.1,38.2
1358,spoiled,5.039323035,4.65,1.92,2.38,5.6,1.8,74.36,63.81,3.16,3.94,82.1,38.1
1359,spoiled,5.039323035,4.67,1.93,2.36,5.58,1.83,72.94,64.47,3.2,3.9,82.1,38.2
1360,spoiled,5.039323035,4.67,1.94,2.38,5.58,1.83,72.24,65.15,3.23,3.94,82.1,38.1
1361,spoiled,5.039323035,4.69,1.96,2.39,5.6,1.83,74.36,64.47,3.3,3.68,82.4,38.1
1362,spoiled,5.039323035,4.63,1.92,2.38,5.58,1.8,72.24,63.16,3.23,3.97,81.6,37.9
1363,spoiled,5.039323035,4.65,1.92,2.36,5.6,1.78,72.24,64.47,3.2,3.94,82.2,38
1364,spoiled,5.039323035,4.63,1.93,2.39,5.62,1.79,72.94,65.15,3.28,4.01,82.2,38
1365,spoiled,5.039323035,4.61,1.93,2.33,5.62,1.78,74.36,64.47,3.26,4.01,82.3,38
1366,spoiled,5.039323035,4.61,1.93,2.38,5.58,1.78,72.24,63.81,3.3,3.97,82.3,38
1367,spoiled,5.039323035,4.65,1.93,2.38,5.6,1.78,72.94,63.81,3.35,3.97,82.3,38
1368,spoiled,5.039323035,4.63,1.58,2.38,5.6,1.76,72.24,65.83,3.28,3.99,82.5,38
1369,spoiled,5.039323035,4.65,1.93,2.38,5.6,1.76,72.94,63.81,3.21,3.94,82,37.7
1370,spoiled,5.039323035,4.65,1.93,2.38,5.6,1.78,72.94,63.81,3.26,4.01,82,37.9
1371,spoiled,5.039323035,4.65,1.93,2.38,5.6,1.76,72.24,65.15,3.32,3.97,82.5,38
1372,spoiled,5.039323035,4.61,1.96,2.39,5.58,1.73,72.24,63.81,3.35,3.99,82.3,38
1373,spoiled,5.039323035,4.61,1.92,2.38,5.62,1.71,73.64,63.16,3.4,4.01,82.3,38.1
1374,spoiled,5.039323035,4.61,1.94,2.38,5.6,1.71,72.94,62.53,3.38,4.05,81.7,37.9
1375,spoiled,5.039323035,4.61,1.92,2.39,5.6,1.72,73.64,63.81,3.4,4.01,81.9,37.9
1376,spoiled,5.039323035,4.63,1.93,2.39,5.62,1.7,72.24,63.16,3.37,3.97,82.4,38.6
1377,spoiled,5.039323035,4.61,1.94,2.38,5.62,1.68,74.36,64.47,3.4,3.99,81.9,37.9
1378,spoiled,5.039323035,4.63,1.92,2.38,5.58,1.7,72.24,65.15,3.35,3.96,81.8,37.9
1379,spoiled,5.039323035,4.65,1.94,2.39,5.65,1.68,72.24,62.53,3.42,3.99,82,37.9
1380,spoiled,5.039323035,4.63,1.96,2.39,5.55,1.67,72.24,63.16,3.38,3.99,82.5,38.1
1381,spoiled,5.035781354,4.65,1.94,2.38,5.62,1.67,74.36,64.47,3.28,3.97,82.1,37.8
1382,spoiled,5.035781354,4.65,1.9,2.38,5.58,1.71,73.64,64.47,3.26,3.94,82.3,37.8
1383,spoiled,5.035781354,4.63,1.92,2.38,5.58,1.71,74.36,65.83,3.28,3.88,82.4,37.8
1384,spoiled,5.035781354,4.65,1.93,2.36,5.58,1.72,72.24,65.83,3.26,3.96,82.5,37.8
1385,spoiled,5.035781354,4.65,1.93,2.38,5.55,1.74,73.64,65.15,3.32,3.92,82.5,37.8
1386,spoiled,5.035781354,4.65,1.96,2.36,5.6,1.71,72.24,64.47,3.32,3.94,82.5,37.8
1387,spoiled,5.035781354,4.65,1.89,2.38,5.58,1.74,72.24,63.81,3.3,3.88,82.9,38.1
1388,spoiled,5.035781354,4.65,1.92,2.38,5.58,1.72,73.64,62.53,3.23,3.84,82.2,37.9
1389,spoiled,5.035781354,4.63,1.9,2.36,5.58,1.73,72.24,65.83,3.3,3.9,82,37.9
1390,spoiled,5.035781354,4.65,1.96,2.38,5.6,1.74,74.36,65.83,3.23,3.84,82,37.9
1391,spoiled,5.035781354,4.65,1.92,2.38,5.6,1.74,75.83,63.16,3.15,3.86,82,37.9
1392,spoiled,5.035781354,4.63,1.92,2.39,5.6,1.74,72.24,63.81,3.11,3.88,81.9,37.8
1393,spoiled,5.035781354,4.63,1.96,2.39,5.62,1.77,74.36,64.47,3.2,3.9,82,37.8
1394,spoiled,5.035781354,4.61,1.96,2.39,5.58,1.78,72.24,63.16,3.21,3.92,82,37.8
1395,spoiled,5.035781354,4.65,1.96,2.39,5.6,1.74,73.64,64.47,2.98,3.86,82,37.8
1396,spoiled,5.035781354,4.65,1.92,2.39,5.6,1.79,75.09,65.83,3.03,3.84,82,37.8
1397,spoiled,5.035781354,4.61,1.96,2.3,5.55,1.81,74.36,64.47,3.11,3.86,82,37.8
1398,spoiled,5.035781354,4.65,1.94,2.38,5.6,1.8,72.24,63.81,3.18,3.84,81.8,37.8
1399,spoiled,5.035781354,4.61,1.93,2.39,5.62,1.78,73.64,63.81,3.15,3.88,81.8,37.8
1400,spoiled,5.035781354,4.63,1.9,2.36,5.53,1.77,72.94,63.16,3.16,3.88,81.9,37.8
1401,spoiled,5.035781354,4.63,1.92,2.39,5.58,1.76,73.64,63.81,3.21,3.92,81.8,37.3
1402,spoiled,5.035781354,4.67,1.93,2.38,5.58,1.74,72.24,65.15,3.28,3.92,81.7,37.8
1403,spoiled,5.035781354,4.63,1.93,2.38,5.53,1.72,72.24,63.81,3.32,3.94,81.7,37.8
1404,spoiled,5.035781354,4.65,1.96,2.38,5.53,1.72,72.94,57.81,3.38,3.96,81.8,37.8
1405,spoiled,5.035781354,4.65,1.94,2.42,5.55,1.72,73.64,65.15,3.44,3.97,82.3,38
1406,spoiled,5.035781354,4.67,1.92,2.38,5.53,1.71,72.24,64.47,3.47,3.9,81.8,37.8
1407,spoiled,5.035781354,4.63,1.93,2.38,5.48,1.71,72.94,64.47,3.3,3.9,81.9,37.8
1408,spoiled,5.035781354,4.63,1.93,2.39,5.55,1.68,72.24,63.81,3.28,3.92,81.9,37.8
1409,spoiled,5.035781354,4.59,1.92,2.38,5.51,1.68,73.64,63.81,3.28,3.84,82,37.9
1410,spoiled,5.035781354,4.65,1.89,2.38,5.53,1.66,72.24,63.81,3.23,3.86,82,37.9
1411,spoiled,5.035781354,4.61,1.89,2.39,5.53,1.66,74.36,64.47,3.25,3.86,82,37.9
1412,spoiled,5.035781354,4.65,1.89,2.36,5.51,1.68,73.64,65.15,3.21,3.86,82,37.1
1413,spoiled,5.035781354,4.61,1.93,2.39,5.53,1.68,72.24,65.15,3.32,3.92,81.8,37.9
1414,spoiled,5.035781354,4.63,1.9,2.38,5.51,1.68,74.36,65.15,3.21,3.86,81.8,37.9
1415,spoiled,5.035781354,4.61,1.9,2.39,5.55,1.67,72.24,63.81,3.23,3.82,81.9,37.9
1416,spoiled,5.035781354,4.61,1.92,2.38,5.48,1.7,74.36,65.83,3.21,3.9,81.8,37.9
1417,spoiled,5.035781354,4.65,1.89,2.39,5.55,1.68,74.36,66.53,3.21,3.86,81.7,37.9
1418,spoiled,5.035781354,4.65,1.92,2.39,5.51,1.7,72.24,63.16,3.2,3.84,81.7,37.9
1419,spoiled,5.035781354,4.63,1.93,2.39,5.53,1.71,72.24,65.15,3.25,3.9,81.6,37.8
1420,spoiled,5.035781354,4.65,1.92,2.38,5.48,1.7,72.24,63.81,3.26,3.92,81.7,37.9
1421,spoiled,5.035781354,4.63,1.93,2.38,5.55,1.67,73.64,65.15,3.2,3.84,81.5,37.9
1422,spoiled,5.035781354,4.61,1.93,2.32,5.86,1.67,74.36,65.83,3.2,3.86,81.4,37.9
1423,spoiled,5.035781354,4.61,1.92,2.38,5.55,1.68,74.36,65.83,3.21,3.88,81.4,37.9
1424,spoiled,5.035781354,4.63,1.89,2.38,5.55,1.7,74.36,65.83,3.23,3.82,81.4,37.9
1425,spoiled,5.035781354,4.63,1.9,2.39,5.55,1.68,72.94,63.81,3.25,3.84,81.4,37.9
1426,spoiled,5.035781354,4.65,1.93,2.38,5.53,1.71,73.64,66.53,3.15,3.84,81.4,37.6
1427,spoiled,5.035781354,4.63,1.92,2.38,5.51,1.71,74.36,65.83,3.15,3.81,81.4,37.9
1428,spoiled,5.035781354,4.65,1.93,2.38,5.51,1.68,72.24,63.16,3.18,3.9,81.4,37.9
1429,spoiled,5.035781354,4.61,1.92,2.39,5.53,1.68,74.36,65.15,3.16,3.92,81.5,37.9
1430,spoiled,5.035781354,4.63,1.92,2.39,5.53,1.7,74.36,65.83,3.25,3.94,82,38
1431,spoiled,5.035781354,4.65,1.89,2.38,5.51,1.71,74.36,65.83,3.3,3.86,81.5,37.8
1432,spoiled,5.035781354,4.67,1.9,2.38,5.53,1.71,74.36,65.83,3.38,3.81,81.7,37.8
1433,spoiled,5.035781354,4.63,1.93,2.41,5.6,1.7,74.36,64.47,3.47,3.82,81.6,37.8
1434,spoiled,5.035781354,4.69,1.92,2.39,5.55,1.72,73.64,65.15,3.42,3.82,81.7,37.7
1435,spoiled,5.035781354,4.63,1.92,2.39,5.53,1.73,74.36,63.81,3.54,3.84,81.7,37.7
1436,spoiled,5.035781354,4.69,1.93,2.42,5.55,1.74,73.64,64.47,3.61,3.88,81.9,37.7
1437,spoiled,5.035781354,4.65,1.92,2.41,5.55,1.72,73.64,64.47,3.56,3.96,82,37
1438,spoiled,5.035781354,4.67,1.96,2.41,5.55,1.71,73.64,65.15,3.54,3.99,82,37.7
1439,spoiled,5.035781354,4.67,1.93,2.41,5.51,1.68,73.64,65.15,3.54,4.01,82.1,37.6
1440,spoiled,5.035781354,4.65,1.93,2.42,5.55,1.65,73.64,64.47,3.52,4.01,82.2,37.6
1441,spoiled,5.046246463,4.65,1.94,2.41,5.53,1.63,73.64,65.15,3.56,4.05,82.2,37.6
1442,spoiled,5.046246463,4.65,1.94,2.42,5.55,1.63,74.36,65.83,3.61,4.05,82.2,37.7
1443,spoiled,5.046246463,4.69,1.93,2.41,5.53,1.62,70.89,63.16,3.7,3.99,82.3,37.7
1444,spoiled,5.046246463,4.71,1.92,2.41,5.55,1.63,72.24,64.47,3.74,3.99,82.4,37.7
1445,spoiled,5.046246463,4.69,1.96,2.41,5.53,1.64,72.24,63.81,3.76,4.01,82.2,37.7
1446,spoiled,5.046246463,4.73,1.96,2.44,5.55,1.62,72.24,63.81,3.72,4.05,82.1,37.7
1447,spoiled,5.046246463,4.71,1.97,2.36,5.6,1.64,72.94,63.81,3.6,4.09,82,37.7
1448,spoiled,5.046246463,4.67,1.96,2.42,5.55,1.64,73.64,65.83,3.44,4.07,81.9,37.7
1449,spoiled,5.046246463,4.69,1.92,2.41,5.53,1.65,74.36,64.47,3.42,4.01,82,37.7
1450,spoiled,5.046246463,4.65,1.96,2.42,5.53,1.65,74.36,64.47,3.42,3.99,82,37.7
1451,spoiled,5.046246463,4.67,1.94,2.42,5.53,1.67,74.36,65.83,3.47,4.05,82,37.3
1452,spoiled,5.046246463,4.67,1.93,2.42,5.51,1.65,72.24,63.81,3.52,4.13,82.1,37.7
1453,spoiled,5.046246463,4.65,1.92,2.42,5.55,1.65,74.36,66.53,3.58,4.01,82.2,37.7
1454,spoiled,5.046246463,4.69,1.96,2.41,5.51,1.67,73.64,64.47,3.65,4.09,82.2,37.7
1455,spoiled,5.046246463,4.67,1.96,2.42,5.51,1.67,72.94,63.16,3.68,4.09,82.2,37.8
1456,spoiled,5.046246463,4.67,1.96,2.44,5.53,1.66,72.24,63.81,3.72,4.03,82.1,37.7
1457,spoiled,5.046246463,4.71,1.93,2.42,5.55,1.66,72.24,65.83,3.78,4.05,82.2,37.7
1458,spoiled,5.046246463,4.67,1.94,2.42,5.51,1.67,72.24,63.81,3.72,4.09,82.2,37.7
1459,spoiled,5.046246463,4.69,1.93,2.42,5.51,1.65,73.64,65.83,3.44,4.03,82.2,37.7
1460,spoiled,5.046246463,4.69,1.93,2.44,5.55,1.66,74.36,64.47,3.4,4.07,82.2,37.7
1461,spoiled,5.046246463,4.67,1.93,2.42,5.53,1.65,72.94,64.47,3.47,4.03,82.3,37.8
1462,spoiled,5.046246463,4.67,1.93,2.44,5.55,1.67,73.64,65.15,3.52,4.05,82.8,38
1463,spoiled,5.046246463,4.71,1.94,2.44,5.55,1.66,72.24,63.16,3.56,4.03,82.3,37.8
1464,spoiled,5.046246463,4.65,1.9,2.42,5.51,1.67,73.64,65.83,3.65,4.01,82.4,37.8
1465,spoiled,5.046246463,4.69,1.92,2.42,5.51,1.67,72.24,63.81,3.76,4.05,82.4,37.8
1466,spoiled,5.046246463,4.67,1.94,2.42,5.55,1.66,72.24,65.15,3.81,4.05,82.4,37.8
1467,spoiled,5.046246463,4.67,1.96,2.42,5.53,1.67,72.24,65.15,3.87,4.05,82.5,37.8
1468,spoiled,5.046246463,4.69,1.93,2.42,5.53,1.66,72.94,63.16,3.85,4.35,82.5,37.8
1469,spoiled,5.046246463,4.69,1.93,2.41,5.51,1.66,71.56,63.81,3.87,4.05,82.5,37.8
1470,spoiled,5.046246463,4.69,1.92,2.42,5.53,1.64,74.36,65.83,3.83,4.01,82.4,37.8
1471,spoiled,5.046246463,4.67,1.92,2.42,5.55,1.66,72.24,65.83,3.33,4.05,82.5,37.8
1472,spoiled,5.046246463,4.65,1.92,2.38,5.51,1.67,72.24,63.81,3.52,3.94,82.5,37.8
1473,spoiled,5.046246463,4.67,1.93,2.42,5.48,1.68,73.64,65.83,3.56,3.96,82.5,37.8
1474,spoiled,5.046246463,4.69,1.92,2.42,5.53,1.68,72.24,65.83,3.6,4.01,82.5,37.8
1475,spoiled,5.046246463,4.65,1.92,2.42,5.51,1.66,72.94,63.81,3.76,3.9,82.5,37.8
1476,spoiled,5.046246463,4.67,1.92,2.42,5.53,1.68,72.24,63.81,3.74,4.05,82.6,37.5
1477,spoiled,5.046246463,4.63,1.89,2.42,5.53,1.68,72.24,63.81,3.67,3.99,82.8,37.8
1478,spoiled,5.046246463,4.69,1.92,2.41,5.55,1.7,72.24,63.81,3.67,4.05,82.8,37.8
1479,spoiled,5.046246463,4.63,1.89,2.41,5.55,1.76,71.56,53.69,3.81,4.05,82.8,37.8
1480,spoiled,5.046246463,4.69,1.93,2.42,5.6,1.84,73.64,65.83,3.81,3.99,82.9,37.9
1481,spoiled,5.046246463,4.69,1.9,2.42,5.53,1.85,73.64,63.81,3.87,3.99,82.8,37.8
1482,spoiled,5.046246463,4.69,1.93,2.42,5.55,1.84,73.64,65.83,3.83,4.03,82.8,37.8
1483,spoiled,5.046246463,4.69,1.89,2.41,5.58,1.79,72.24,65.83,3.63,3.96,82.7,37.8
1484,spoiled,5.046246463,4.69,1.93,2.42,5.48,1.79,72.24,63.81,3.51,3.97,82.5,37.7
1485,spoiled,5.046246463,4.63,1.92,2.41,5.51,1.78,73.64,65.83,3.51,3.92,82.3,37.7
1486,spoiled,5.046246463,4.67,1.89,2.39,5.51,1.76,72.94,66.53,3.49,3.75,82.1,37.7
1487,spoiled,5.046246463,4.63,1.93,2.39,5.51,1.78,72.24,65.15,3.54,3.84,81.9,37.8
1488,spoiled,5.046246463,4.65,1.9,2.42,5.51,1.78,72.24,65.15,3.61,3.77,81.8,37.8
1489,spoiled,5.046246463,4.65,1.93,2.39,5.51,1.78,72.24,64.47,3.72,3.82,81.7,37.7
1490,spoiled,5.046246463,4.63,1.92,2.42,5.53,1.72,72.24,64.47,3.67,3.82,81.6,37.7
1491,spoiled,5.046246463,4.67,1.9,2.39,5.53,1.76,72.94,66.53,3.51,3.77,81.6,37.9
1492,spoiled,5.046246463,4.63,1.89,2.41,5.53,1.76,74.36,65.83,3.51,3.77,81.6,37.7
1493,spoiled,5.046246463,4.63,1.89,2.39,5.51,1.76,72.24,65.83,3.49,3.77,81.5,37.8
1494,spoiled,5.046246463,4.63,1.89,2.41,5.53,1.74,74.36,66.53,3.47,3.79,81.5,37.8
1495,spoiled,5.046246463,4.67,1.89,2.39,5.48,1.73,72.24,64.47,3.47,3.81,81.4,37.8
1496,spoiled,5.046246463,4.67,1.92,2.39,5.48,1.74,73.64,65.15,3.56,3.82,81.5,37.8
1497,spoiled,5.046246463,4.69,1.93,2.41,5.53,1.71,72.94,66.53,3.54,3.79,81.6,37.8
1498,spoiled,5.046246463,4.63,1.93,2.41,5.53,1.72,74.36,65.15,3.54,3.82,81.4,37.8
1499,spoiled,5.046246463,4.65,1.89,2.42,5.48,1.72,72.24,66.53,3.47,3.79,81.4,37.7
1500,spoiled,5.046246463,4.71,1.89,2.41,5.53,1.68,72.24,65.15,3.49,3.79,81.4,37.8
1501,spoiled,5.043098638,4.69,1.93,2.33,5.86,1.71,73.64,65.15,3.52,3.84,81.5,37.8
1502,spoiled,5.043098638,4.65,1.89,2.41,5.51,1.67,74.36,65.15,3.1,3.79,81.5,37.8
1503,spoiled,5.043098638,4.65,1.89,2.41,5.51,1.68,72.24,65.15,3.33,3.77,81.5,37.8
1504,spoiled,5.043098638,4.65,1.89,2.41,5.53,1.68,74.36,66.53,3.4,3.79,81.6,37.8
1505,spoiled,5.043098638,4.65,1.89,2.41,5.51,1.68,74.36,66.53,3.45,3.82,82.2,38.3
